1.23232 1.06007 -0.0024 50
0.186791 0.194329 -0.00170566 50.0853
0.00954216 0.0355879 -0.00110992 50.1436
0.00285438 0.0200806 -0.000707699 50.1826
0.00477972 0.0192097 -0.000610357 50.2179
0.00245229 0.0138294 -0.000471113 50.2465
0.00233895 -0.000893874 0.000111151 50.2394
0.00818176 -0.00118816 0.000311804 50.2185
0.00700839 -0.0168647 0.000899878 50.1552
0.00613651 -0.0323003 0.00149158 50.045
0.00368614 -0.0392559 0.00169516 49.9136
0.0148693 -0.0403374 0.00211086 49.7416
0.013665 -0.0588232 0.00283204 49.4995
0.00719291 -0.0739433 0.00325275 49.2074
0.00440999 -0.0902372 0.00385653 48.8438
0.00337 -0.10462 0.00445725 48.4025
0.0038546 -0.110069 0.00475125 47.9086
0.00249465 -0.110299 0.00476806 47.3882
0.00665623 -0.119038 0.00535778 46.7742
0.00575261 -0.118575 0.00538339 46.1264
0.00450603 -0.126599 0.0057877 45.3952
0.0186769 -0.12508 0.00635863 44.5516
0.0028019 -0.139063 0.00654938 43.6393
0.00966378 -0.141495 0.00710196 42.6005
0.00639043 -0.150833 0.00764613 41.4263
0.00769787 -0.149806 0.00790494 40.1516
0.00390809 -0.151974 0.00815574 38.7707
